,WorfClass_cat_Private,Education NumCat_Medium,Education NumCat_High,AgeCat_Young,AgeCat_Middle_aged,Hours/WeekCat_Medium,Hours/WeekCat_High,Marital Status_cat_Single,Marital Status_cat_married,Occupa_cat_Highskill,Occupa_cat_Lowskill,Relationship_ Husband,Relationship_ Not-in-family,Sex_ Female,Sex_ Male
26750,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26751,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26752,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26753,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26754,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26755,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True
26756,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
26757,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26758,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True
26759,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True
26760,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26761,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26763,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
26764,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26765,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26766,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26767,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26768,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26769,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
26770,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26771,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
26772,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
26773,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26774,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
26775,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
26777,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
26778,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
26779,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
26780,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
26781,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
26782,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26783,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False
26784,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False
26785,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26786,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True
26787,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26788,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26789,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26790,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
26792,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
26793,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
26794,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False
26795,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
26796,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26797,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True
26798,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26799,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
26801,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26802,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26803,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26804,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True
26805,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
26806,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26807,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
26808,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26809,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False
26810,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26811,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
26812,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
26813,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False
26814,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26815,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
26816,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26817,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26818,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True
26819,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
26820,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26821,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True
26822,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26823,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26824,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False
26825,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True
26826,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26827,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26828,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True
26829,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
26830,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26831,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
26832,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26833,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
26834,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26835,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True
26836,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26837,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26839,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26840,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26841,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False
